,track_name,artist(s)_name,artist_count,released_year,released_month,released_day,streams,danceability,energy,key_y,loudness,mode_y,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,time_signature,collaboration,months_before_christmas
718,Yet To Come,BTS,1,2022,6,10,302006641,55.900000000000006,88.5,1,-4.515,1,18.9,4.32,0.0,33.300000000000004,68.30000000000001,172.029,193.594,4,0,6
719,Run BTS,BTS,1,2022,6,10,330881149,72.39999999999999,81.8,8,-3.747,1,16.8,2.01,0.0,3.58,69.6,77.004,204.94,4,0,6
720,Music For a Sushi Restaurant,Harry Styles,1,2022,5,20,334733572,72.0,71.5,11,-4.652,1,4.0,25.8,5.680000000000001,10.7,35.7,107.041,193.813,4,0,7
721,Matilda,Harry Styles,1,2022,5,20,366214458,50.7,29.4,2,-10.0,1,4.0,89.60000000000001,0.00197,9.66,38.6,114.199,245.964,4,0,7
722,For Youth,BTS,1,2022,6,10,114546317,63.3,51.1,2,-5.665,1,3.68,43.4,0.0,24.8,29.0,116.855,264.481,3,0,6
723,Daylight,Harry Styles,1,2022,5,20,290833204,68.60000000000001,44.5,0,-7.189,1,3.98,48.4,0.144,17.5,62.6,145.5,164.53300000000002,3,0,7
724,Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,1,2022,5,6,448500832,80.10000000000001,60.1,8,-7.574,0,25.5,7.77,0.00323,14.499999999999998,74.0,159.969,182.907,4,0,7
725,Cash In Cash Out,"Pharrell Williams, Tyler, The Creator, 21 Savage",4,2022,6,10,136676504,87.7,56.00000000000001,7,-3.751,1,5.96,0.721,0.000145,8.39,15.4,119.971,216.136,4,1,6
726,Potion (with Dua Lipa & Young Thug),"Calvin Harris, Dua Lipa, Young Thug",3,2022,5,27,190625045,82.39999999999999,69.69999999999999,11,-4.869,0,4.73,15.8,0.00411,7.7,75.7,99.988,214.46,4,1,7
727,Born Singer,BTS,1,2022,6,10,79095270,60.2,84.1,8,-3.334,0,10.9,3.54,0.0,23.5,68.4,157.937,238.628,4,0,6
728,Little Freak,Harry Styles,1,2022,5,20,273194684,55.900000000000006,53.5,3,-7.723,1,3.9,71.89999999999999,0.0143,9.54,40.2,141.96,202.183,4,0,7
729,True Love,"Kanye West, XXXTENTACION",2,2022,5,27,194902696,71.2,86.1,5,-5.487,0,25.0,1.82,0.000609,51.1,38.8,84.042,148.571,4,1,7
730,Satellite,Harry Styles,1,2022,5,20,311482393,57.6,45.7,0,-6.473,1,3.04,14.3,0.0030499999999999,9.17,30.1,138.984,218.577,4,0,7
731,Pass The Dutchie,Musical Youth,1,1982,1,1,195918494,80.5,41.8,7,-14.374,1,9.78,45.9,0.0,28.8,96.6,149.737,205.427,4,0,11
732,"Villano Antillano: Bzrp Music Sessions, Vol. 51","Bizarrap, Villano Antillano",2,2022,6,8,248511839,82.0,75.2,1,-7.635,0,6.48,5.84,0.417,62.8,42.3,127.999,187.5,4,1,6
733,Love Of My Life,Harry Styles,1,2022,5,20,233671263,55.50000000000001,53.6,7,-8.233,1,4.52,66.9,0.0,6.23,20.3,118.057,191.638,4,0,7
734,Grapejuice,Harry Styles,1,2022,5,20,199587884,64.5,72.1,5,-4.394,1,3.36,35.7,14.3,20.4,88.0,182.928,191.959,4,0,7
735,So Good,Halsey,1,2022,6,9,91781263,57.6,62.7,3,-4.649,0,4.49,3.85,0.0,18.1,31.1,164.998,176.059,4,0,6
736,Belly Dancer,"BYOR, Imanbek",2,2022,2,18,383835984,84.5,79.7,1,-4.984,1,13.900000000000002,5.82,0.000557,16.7,42.2,121.985,151.475,4,1,10
737,Keep Driving,Harry Styles,1,2022,5,20,236060709,72.1,47.9,9,-9.669,1,22.6,32.1,0.156,18.2,90.2,164.948,140.242,3,0,7
738,Cinema,Harry Styles,1,2022,5,20,189236868,82.89999999999999,64.4,9,-7.696,0,4.2700000000000005,35.4,5.11,9.44,89.60000000000001,105.993,243.508,4,0,7
739,Die Young (feat. 347aidan),"Sleepy hallow, 347aidan",2,2022,5,25,160845341,81.2,58.2,11,-6.26,1,33.4,82.3,0.0,11.1,67.2,77.475,148.817,4,1,7
740,Only Love Can Hurt Like This,Paloma Faith,1,2014,1,1,588955257,56.6,88.5,8,-4.528,1,8.18,9.58,0.00997,33.4,30.4,90.99,232.893,4,0,11
741,Hold My Hand,Lady Gaga,1,2022,5,3,238350348,51.9,61.7,7,-4.287,1,3.1300000000000003,3.87,0.0,40.1,22.2,147.708,225.3,3,0,7
742,Daydreaming,Harry Styles,1,2022,5,20,187703102,70.7,81.10000000000001,4,-5.298,0,3.04,31.1,1.52,13.1,89.9,113.971,187.342,4,0,7
743,Numb,"Marshmello, Khalid",2,2022,6,10,295307001,91.2,77.4,0,-4.673,0,4.55,12.1,1.27,10.1,63.2,119.966,155.589,4,1,6
744,Nos Comemos (feat. Ozuna),"Ozuna, Tiago pzk",2,2022,6,2,138334433,82.69999999999999,81.89999999999999,6,-3.701,1,5.2,10.0,0.0,8.9,56.2,92.017,191.087,4,1,6
745,Me and Your Mama,Childish Gambino,1,2016,11,10,445590495,54.3,44.2,5,-12.115,1,3.56,1.06,2.17,6.569999999999999,23.3,117.999,379.227,3,0,1
746,Crazy What Love Can Do,"David Guetta, Ella Henderson, Becky Hill",3,2022,3,18,286739476,60.1,71.3,4,-3.758,0,4.49,2.82,0.0,15.8,46.400000000000006,122.872,169.756,4,1,9
747,SLOW DANCING IN THE DARK,Joji,1,2018,9,12,1122364376,51.7,47.9,3,-7.458,1,2.6100000000000003,54.400000000000006,0.598,19.1,28.4,88.968,209.274,4,0,3
748,Antes de Perderte,Duki,1,2022,6,2,157136970,81.2,92.5,5,-3.092,0,11.3,48.7,0.0,11.5,61.4,110.031,176.727,4,0,6
749,Boyfriends,Harry Styles,1,2022,5,20,137070925,41.7,20.200000000000003,0,-10.976,1,3.5700000000000003,93.5,0.0,10.8,32.300000000000004,118.029,194.544,4,0,7
750,295,Sidhu Moose Wala,1,2021,5,15,183273246,55.7,79.4,11,-5.698,0,20.0,17.9,0.0,10.6,43.2,91.366,270.0,4,0,7
751,Tak Ingin Usai,Keisya Levronka,1,2022,5,13,184807630,49.0,39.8,0,-7.712,1,2.66,81.5,0.0186999999999999,11.4,13.6,129.772,278.5,3,0,7
752,En El Radio Un Cochinero,Victor Cibrian,1,2022,5,13,164856284,69.6,62.3,6,-8.738,0,4.38,46.6,0.000861,9.83,96.5,154.028,223.431,3,0,7
753,Master of Puppets (Remastered),Metallica,1,1986,3,3,704171068,53.900000000000006,82.8,4,-9.108,0,3.5000000000000004,0.067,42.1,15.4,56.2,105.25,515.3870000000001,4,0,9
754,ULTRA SOLO REMIX,"De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita",5,2022,6,16,279717388,90.9,82.39999999999999,1,-4.627,1,7.969999999999999,7.77,0.387,6.38,58.5,109.97,322.347,4,1,6
755,Massive,Drake,1,2022,6,17,195628667,49.9,67.10000000000001,4,-6.774,0,5.609999999999999,11.4,1.69,14.8,5.57,124.994,336.92400000000004,3,0,6
756,Betty (Get Money),Yung Gravy,1,2022,6,10,221752937,71.39999999999999,78.3,1,-6.575,1,7.199999999999999,0.575,0.000353,35.7,55.00000000000001,102.011,145.30100000000002,4,0,6
757,Ojos Marrones,Lasso,1,2022,2,6,263280370,80.30000000000001,63.6,8,-4.424,0,4.19,4.49,0.0,19.1,69.1,120.018,198.107,4,0,10
758,POP!,Nayeon,1,2022,6,24,213505179,79.5,85.9,2,-2.994,1,5.42,3.61,0.0,3.2099999999999995,35.6,96.986,168.107,4,0,6
759,MORE,j-hope,1,2022,7,1,155795783,78.3,72.2,2,-4.864,1,3.5700000000000003,0.5369999999999999,0.209,10.5,30.6,97.031,180.022,4,0,5
760,Sweet Child O' Mine,Guns N' Roses,1,1987,1,1,1553497987,44.5,95.2,6,-5.321,1,5.220000000000001,9.0,8.43,11.2,62.4,125.304,356.067,4,0,11
761,Last Last,Burna Boy,1,2022,5,12,293466523,79.5,56.49999999999999,3,-4.457,0,9.48,13.1,0.0,8.02,55.00000000000001,87.925,172.342,4,0,7
762,SNAP,Rosa Linn,1,2022,3,19,711366595,56.49999999999999,63.6,0,-8.198,1,6.22,10.7,0.00099,44.7,52.6,170.027,179.55100000000002,4,0,9
763,Sticky,Drake,1,2022,6,17,191448892,85.3,49.5,6,-14.63,1,14.000000000000002,9.17,0.0217,8.44,7.739999999999999,137.027,243.228,4,0,6
764,Hot Shit (feat. Ye & Lil Durk),"Kanye West, Lil Durk, Cardi B",3,2022,7,1,85924992,87.8,68.5,9,-5.28,1,22.5,0.152,0.0,7.53,52.3,157.003,211.649,4,1,5
765,Ai Preto,"L7nnon, DJ Biel do Furduncinho, Bianca",3,2022,6,3,176103902,95.3,56.99999999999999,6,-5.149,1,24.5,53.7,0.0,9.93,83.39999999999999,129.947,131.583,4,1,6
766,La Loto,"Anitta, Tini, Becky G",3,2022,7,6,121189256,85.5,83.0,1,-2.815,1,10.6,7.829999999999999,0.0001309999999999,8.0,77.5,90.009,190.667,4,1,5
767,die first,Nessa Barrett,1,2022,6,24,131746175,44.4,66.9,8,-6.727,0,12.5,6.69,0.0,12.4,44.0,183.441,177.109,4,0,6
768,Afraid To Feel,LF System,1,2022,5,2,244790012,57.8,91.2,1,-3.929,1,11.4,1.66,0.362,27.3,68.0,127.87,177.525,4,0,7
769,Baile no Morro,"Mc Vitin Da Igrejinha, MC Tairon, DJ Win",3,2022,6,10,129314708,71.39999999999999,40.400000000000006,3,-7.903,0,45.2,45.7,0.0,7.01,78.2,130.088,140.308,4,1,6
770,Bad Decisions (with BTS & Snoop Dogg),"Snoop Dogg, BTS, Benny Blanco",3,2022,8,5,219196651,76.2,86.1,0,-3.296,1,9.55,1.85,0.0,26.4,95.5,120.048,172.714,4,1,4
771,STAYING ALIVE (feat. Drake & Lil Baby),"Drake, DJ Khaled, Lil Baby",3,2022,8,5,170732845,71.8,46.1,4,-7.676,0,7.969999999999999,6.800000000000001,0.0,28.3,18.1,129.953,178.17600000000002,4,1,4
772,Caile,Luar La L,1,2020,12,18,273914335,70.39999999999999,75.6,0,-4.948,1,44.8,29.8,0.000375,8.52,46.1,121.737,141.34,3,0,0
773,GIVENCHY,Duki,1,2022,7,20,185236961,60.7,61.9,8,-6.726,1,39.6,14.2,0.0,23.1,37.7,102.974,182.611,3,0,5
774,Mary On A Cross,Ghost,1,2019,9,13,387080183,46.3,89.8,11,-4.462,1,4.67,0.0288,0.0236,11.1,56.3,129.987,244.804,4,0,3
775,Attention,NewJeans,1,2022,8,1,264717480,81.10000000000001,64.8,10,-3.684,0,3.68,23.6,0.0,7.61,69.5,104.988,180.067,4,0,4
776,THE SHADE,Rex Orange County,1,2022,3,11,244928911,89.8,50.9,5,-7.973,1,6.2,39.1,0.0,8.76,72.7,119.869,181.507,4,0,9
777,"Come Back Home - From ""Purple Hearts""",Sofia Carson,1,2022,7,12,97610446,56.3,53.2,7,-7.726,1,4.16,23.6,0.000975,12.2,42.9,145.001,176.859,4,0,5
778,El Rescate,"Grupo Marca Registrada, Junior H",2,2022,7,22,287278853,79.4,59.4,7,-8.698,0,13.900000000000002,28.3,0.0381,10.9,63.7,99.238,160.897,3,1,5
779,Heartless,Kanye West,1,2008,1,1,887906111,79.0,64.7,10,-5.983,0,13.6,5.15,0.0,24.8,65.4,87.999,211.0,4,0,11
780,"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Calvin Harris, Halsey, Pharrell Williams, Justin Timberlake",4,2022,7,15,123473120,81.0,73.3,9,-6.338,1,4.44,27.6,0.000673,28.8,90.0,125.975,229.283,4,1,5
781,Siempre Pendientes,"Peso Pluma, Luis R Conriquez",2,2022,8,15,295152154,77.4,74.8,0,-7.086,1,3.52,33.1,0.5700000000000001,12.6,71.39999999999999,135.929,186.828,3,1,4
782,JGL,"Luis R Conriquez, La Adictiva",2,2022,2,18,323455692,70.19999999999999,58.6,8,-5.317,1,11.8,55.00000000000001,0.0,27.0,96.5,112.852,158.093,4,1,10
783,Don't You Worry,"David Guetta, Shakira, Black Eyed Peas",3,2022,6,16,240918092,81.6,87.5,11,-4.821,1,3.11,20.3,0.0,20.9,49.1,131.958,196.364,4,1,6
784,Pipoco,"Melody, Ana Castela, Dj Chris No Beat",3,2022,5,20,191873381,77.4,74.2,8,-4.178,1,7.66,47.3,0.0472,34.2,73.6,134.991,194.023,4,1,7
785,Hold Me Closer,"Elton John, Britney Spears",2,2017,11,10,284216603,66.7,75.0,0,-4.602,1,9.06,7.46,0.0197999999999999,19.7,48.6,126.041,202.246,4,1,1
786,Forget Me,Lewis Capaldi,1,2022,9,9,239411309,45.1,75.4,1,-3.749,0,8.64,32.7,0.0,33.2,67.4,203.894,203.667,4,0,3
787,After LIKE,IVE,1,2022,8,22,265548837,68.0,92.2,0,-1.215,1,12.1,10.3,0.0,8.77,79.9,125.014,176.973,4,0,4
788,Bound 2,Kanye West,1,2013,1,1,703301727,36.7,66.5,1,-2.821,1,4.65,14.499999999999998,0.0,11.3,31.0,148.913,229.147,4,0,11
789,B.O.T.A. (Baddest Of Them All) - Edit,"Interplanetary Criminal, Eliza Rose",2,2022,6,15,244585109,73.3,92.1,0,-7.077,1,4.46,16.1,66.2,12.2,72.89999999999999,136.996,226.627,4,1,6
790,Talk that Talk,TWICE,1,2022,8,26,189476119,77.2,90.7,3,-2.438,0,12.4,13.6,0.0,33.4,78.3,119.973,177.467,4,0,4
791,BILLIE EILISH.,Armani White,1,2022,1,20,277132266,90.2,52.7,5,-6.448,0,24.9,14.000000000000002,0.000317,9.59,76.3,100.037,99.28,4,0,11
792,Ferxxo 100,Feid,1,2022,6,3,278920007,70.5,56.2,8,-3.378,0,6.74,25.7,0.0,13.7,56.89999999999999,163.893,167.76,4,0,6
793,KU LO SA - A COLORS SHOW,Oxlade,1,2022,6,10,222410722,64.9,65.5,10,-5.534,0,6.52,30.7,0.0,22.0,79.3,92.9,147.58100000000002,4,0,6
794,Prohibidox,Feid,1,2022,9,13,185392587,64.7,80.10000000000001,1,-2.946,0,24.9,4.51,0.0,6.279999999999999,51.7,180.108,166.253,4,0,3
795,Static,Steve Lacy,1,2022,7,15,202452860,33.5,30.5,1,-12.661,1,7.41,43.4,63.1,10.1,21.5,79.001,156.507,5,0,5
796,The Scientist,Coldplay,1,2002,8,5,1608164312,55.7,44.2,5,-7.224,1,2.43,73.1,0.00146,11.0,21.3,146.277,309.6,4,0,4
797,Sparks,Coldplay,1,2000,7,10,624101957,37.1,26.8,1,-10.506,1,2.81,74.8,5.17,10.4,16.5,102.617,227.093,3,0,5
798,Talk,YEAT,1,2022,9,2,148461629,69.5,75.6,4,-4.772,0,23.0,8.83,0.0,57.49999999999999,23.5,139.951,174.857,4,0,3
799,Selfish,PnB Rock,1,2016,6,23,380319238,63.8,60.0,1,-5.84,0,4.38,11.4,0.0,18.7,3.99,101.981,245.604,4,0,6
800,Lady Mi Amor,Feid,1,2022,9,13,53987404,78.2,61.8,2,-5.288,1,5.5,6.32,0.00744,15.0,75.2,93.016,147.067,4,0,3
801,Poland,Lil Yachty,1,2022,6,23,115331792,65.4,54.8,2,-8.723,1,5.13,15.4,84.39999999999999,11.2,24.6,74.972,83.2,4,0,6
802,Bye Bye,"Marshmello, Juice WRLD",2,2022,10,14,84697729,65.0,54.2,6,-5.389,1,3.27,5.75,0.0,36.7,21.8,83.074,108.499,4,1,2
803,BABY OTAKU,"Fran C, Polima WestCoast, Nickoog Clk, Pablito Pesadilla",4,2022,8,18,159240673,83.5,74.7,9,-4.65,1,8.3,4.92,0.0,5.5,43.2,102.003,176.471,4,1,4
804,Nxde,(G)I-DLE,1,2022,10,17,170709584,72.6,91.0,4,-1.948,0,17.9,4.130000000000001,0.000781,47.9,64.8,135.966,178.453,4,0,2
805,Miss You,Southstar,1,1982,5,16,154356956,68.2,68.5,6,-8.242,0,3.74,3.53,14.7,26.1,28.3,145.009,206.019,4,0,7
806,we fell in love in october,girl in red,1,2018,11,21,723043854,56.6,36.6,7,-12.808,1,2.8000000000000003,11.3,18.1,15.5,23.7,129.96,184.154,4,0,1
807,2 Be Loved (Am I Ready),Lizzo,1,2022,7,14,247689123,72.1,76.9,7,-4.111,1,10.5,9.22,0.0,8.17,91.5,155.932,187.108,4,0,5
808,Celestial,Ed Sheeran,1,2022,9,29,176474912,57.4,85.2,2,-1.248,1,3.97,5.29,0.0,16.1,50.1,123.038,209.027,4,0,3
809,Typa Girl,BLACKPINK,1,2022,9,16,235549288,91.8,62.8,2,-6.471,1,8.41,5.96,0.0,63.9,51.8,131.965,179.173,4,0,3
810,I Really Want to Stay at Your House,"Rosa Walton, Hallie Coggins",2,2020,12,18,140430339,49.0,73.8,3,-7.399,0,3.67,0.237,0.000458,8.51,12.6,124.966,246.653,4,1,0
811,California Breeze,Lil Baby,1,2022,10,14,85559365,83.7,67.7,5,-7.019,0,40.400000000000006,0.328,0.0,10.8,21.8,108.203,177.78900000000002,5,0,2
812,Major Distribution,"Drake, 21 Savage",2,2022,11,4,154863153,91.1,53.6,11,-10.491,1,33.0,1.13,0.0,6.97,23.1,131.035,170.502,4,1,1
813,Pussy & Millions (feat. Travis Scott),"Drake, Travis Scott, 21 Savage",3,2022,11,4,191333656,74.7,61.8,4,-6.685,0,11.1,6.1,0.0,37.7,37.7,122.09,242.027,4,1,1
814,Vigilante Shit,Taylor Swift,1,2022,10,21,253650850,87.2,26.700000000000003,4,-10.764,0,38.7,16.6,0.00218,12.3,16.8,79.964,164.80100000000002,4,0,2
815,Question...?,Taylor Swift,1,2022,10,21,223064273,65.4,51.0,7,-8.767,1,24.2,20.6,0.0,24.9,10.5,108.874,210.557,4,0,2
816,On BS,"Drake, 21 Savage",2,2022,11,4,170413877,84.2,36.7,9,-7.273,1,64.3,1.7000000000000002,0.0,15.9,36.3,157.996,261.544,4,1,1
817,Mastermind,Taylor Swift,1,2022,10,21,218320587,66.0,34.300000000000004,4,-14.132,1,14.000000000000002,56.49999999999999,0.134,9.22,13.7,125.96,191.039,4,0,2
818,Circo Loco,"Drake, 21 Savage",2,2022,11,4,141720999,73.2,58.4,1,-8.525,1,7.6,0.903,0.0,31.8,26.200000000000003,103.981,236.795,4,1,1
819,Labyrinth,Taylor Swift,1,2022,10,21,187339835,48.0,29.5,0,-15.512,1,3.84,79.7,33.300000000000004,12.0,13.2,110.018,247.962,4,0,2
820,Spin Bout U,"Drake, 21 Savage",2,2022,11,4,198365537,76.3,72.0,7,-6.383,1,4.47,0.961,0.0,16.5,22.9,129.971,214.589,4,1,1
821,Sweet Nothing,Taylor Swift,1,2022,10,21,186104310,33.6,16.1,0,-14.973,1,4.5600000000000005,96.8,0.011,11.5,40.7,176.48,188.497,4,0,2
822,"Would've, Could've, Should've",Taylor Swift,1,2022,10,21,177503916,48.5,84.6,0,-6.557,1,11.7,39.3,0.1149999999999999,12.4,54.8,157.918,260.362,4,0,2
823,Con La Brisa,"Ludwig Goransson, Foudeqush",2,2022,11,4,71095708,60.8,42.9,2,-10.336,0,3.16,47.0,24.5,12.9,24.2,113.818,167.387,4,1,1
824,Privileged Rappers,"Drake, 21 Savage",2,2022,11,4,112436403,93.3,60.2,5,-7.532,1,18.9,0.326,0.0,12.8,65.0,144.041,160.821,4,1,1
825,The Astronaut,Jin,1,2022,10,28,203436468,54.0,76.1,5,-5.356,1,3.11,0.446,0.00025,13.7,21.5,124.988,282.463,4,0,2
826,BackOutsideBoyz,Drake,1,2022,11,4,93367537,85.0,42.7,5,-8.367,0,31.9,4.67,0.0,37.3,45.7,142.162,152.962,4,0,1
827,Broke Boys,"Drake, 21 Savage",2,2022,11,4,106249219,64.4,53.3,2,-7.481,1,24.8,1.13,0.00489,22.1,11.3,120.017,225.439,4,1,1
828,The Great War,Taylor Swift,1,2022,10,21,181382590,56.99999999999999,74.7,5,-8.93,1,3.42,19.9,0.00232,8.540000000000001,57.4,96.016,240.356,4,0,2
829,My Mind & Me,Selena Gomez,1,2022,11,3,91473363,58.7,38.5,9,-5.781,1,3.41,57.3,0.0,8.48,20.9,143.772,147.597,4,0,1
830,Bigger Than The Whole Sky,Taylor Swift,1,2022,10,21,121871870,42.0,22.0,6,-12.584,1,4.72,84.1,0.131,11.4,7.049999999999999,165.564,218.503,4,0,2
831,A Veces (feat. Feid),"Feid, Paulo Londra",2,2022,11,3,73513683,80.10000000000001,62.9,1,-5.213,1,6.15,6.17,0.0,7.02,83.5,92.012,191.187,4,1,1
832,En La De Ella,"Feid, Sech, Jhayco",3,2022,10,20,133895612,81.6,77.0,1,-5.477,1,5.38,7.979999999999999,0.0,11.8,67.10000000000001,96.99,230.653,4,1,2
833,Alone,Burna Boy,1,2022,11,4,96007391,60.0,65.9,4,-7.264,0,5.42,17.599999999999998,0.0,11.1,30.7,89.955,221.747,4,0,1
